Name;ASTRAZENECA - TOT RETURN IND;ASTRAZENECA - NET SALES OR REVENUES;ASTRAZENECA - NUMBER OF SHARES;ASTRAZENECA - UNADJUSTED PRICE;ASTRAZENECA - MARKET VALUE;ASTRAZENECA - COST OF GOODS SOLD (EXCL DEP);ASTRAZENECA - TOTAL ASSETS;ASTRAZENECA - TOTAL INVENTORIES;#ERROR;KONINKLIJKE AHOLD DELHAIZE - TOT RETURN IND;KONINKLIJKE AHOLD DELHAIZE - NET SALES OR REVENUES;KONINKLIJKE AHOLD DELHAIZE - NUMBER OF SHARES;KONINKLIJKE AHOLD DELHAIZE - UNADJUSTED PRICE;KONINKLIJKE AHOLD DELHAIZE - MARKET VALUE;KONINKLIJKE AHOLD DELHAIZE - COST OF GOODS SOLD (EXCL DEP);KONINKLIJKE AHOLD DELHAIZE - TOTAL ASSETS;KONINKLIJKE AHOLD DELHAIZE - TOTAL INVENTORIES;#ERROR;ABN AMRO BANK - TOT RETURN IND;ABN AMRO BANK - NET SALES OR REVENUES;ABN AMRO BANK - NUMBER OF SHARES;ABN AMRO BANK - UNADJUSTED PRICE;ABN AMRO BANK - MARKET VALUE;#ERROR;ABN AMRO BANK - TOTAL ASSETS;#ERROR;ABN AMRO BANK - TOTAL INVESTMENTS;JUST EAT TAKEAWAY.COM - TOT RETURN IND;JUST EAT TAKEAWAY.COM - NET SALES OR REVENUES;JUST EAT TAKEAWAY.COM - NUMBER OF SHARES;JUST EAT TAKEAWAY.COM - UNADJUSTED PRICE;JUST EAT TAKEAWAY.COM - MARKET VALUE;JUST EAT TAKEAWAY.COM - COST OF GOODS SOLD (EXCL DEP);JUST EAT TAKEAWAY.COM - TOTAL ASSETS;JUST EAT TAKEAWAY.COM - TOTAL INVENTORIES;#ERROR;AAH DEAD - T/OVER 951741 - TOT RETURN IND;AAH DEAD - T/OVER 951741 - NET SALES OR REVENUES;AAH DEAD - T/OVER 951741 - NUMBER OF SHARES;AAH DEAD - T/OVER 951741 - UNADJUSTED PRICE;AAH DEAD - T/OVER 951741 - MARKET VALUE;AAH DEAD - T/OVER 951741 - COST OF GOODS SOLD (EXCL DEP);AAH DEAD - T/OVER 951741 - TOTAL ASSETS;AAH DEAD - T/OVER 951741 - TOTAL INVENTORIES;#ERROR;THB GROUP DEAD - 26/01/12 - TOT RETURN IND;THB GROUP DEAD - 26/01/12 - NET SALES OR REVENUES;THB GROUP DEAD - 26/01/12 - NUMBER OF SHARES;THB GROUP DEAD - 26/01/12 - UNADJUSTED PRICE;THB GROUP DEAD - 26/01/12 - MARKET VALUE;THB GROUP DEAD - 26/01/12 - COST OF GOODS SOLD (EXCL DEP);THB GROUP DEAD - 26/01/12 - TOTAL ASSETS;THB GROUP DEAD - 26/01/12 - TOTAL INVENTORIES;#ERROR
Code;AZN(RI);AZN(WC01001);AZN(NOSH);AZN(UP);AZN(MV);AZN(WC01051);AZN(WC02999);AZN(WC02101);;H:AD(RI);H:AD(WC01001);H:AD(NOSH);H:AD(UP);H:AD(MV);H:AD(WC01051);H:AD(WC02999);H:AD(WC02101);;H:ABN(RI);H:ABN(WC01001);H:ABN(NOSH);H:ABN(UP);H:ABN(MV);;H:ABN(WC02999);;H:ABN(WC02255);H:TKWY(RI);H:TKWY(WC01001);H:TKWY(NOSH);H:TKWY(UP);H:TKWY(MV);H:TKWY(WC01051);H:TKWY(WC02999);H:TKWY(WC02101);;901318(RI);901318(WC01001);901318(NOSH);901318(UP);901318(MV);901318(WC01051);901318(WC02999);901318(WC02101);;THB(RI);THB(WC01001);THB(NOSH);THB(UP);THB(MV);THB(WC01051);THB(WC02999);THB(WC02101);
CURRENCY;£;£;£;£;£;£;£;£;;E;E;E;E;E;E;E;E;;E;E;NA;NA;NA;;NA;;NA;E;E;E;E;E;E;E;E;;£;£;£;£;£;£;£;£;;£;£;£;£;£;£;£;£;
31-10-1997;347.14;5194000;948000;1881;17831.88;1761000;4971000;728000;;3662.59;22946976;516374;22.5529;11645.71;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
28-11-1997;348.8;5194000;948000;1890;17917.19;1761000;4971000;728000;;3905.78;22946976;517110;24.0503;12436.66;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1997;394.38;5194000;948000;2137;20258.75;1761000;4971000;728000;;3898.41;26484210;520247;24.005;12488.5;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-1-1998;452.15;5510000;948000;2450;23226;1906000;5399000;798000;;4185.81;26484210;520247;25.7747;13409.21;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
27-2-1998;487.21;5510000;948000;2640;25027.19;1906000;5399000;798000;;4613.24;26484210;522747;28.4066;14849.48;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1998;480.74;5510000;948000;2574;24401.51;1906000;5399000;798000;;4959.6;26484210;522747;30.5394;15964.38;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1998;481.12;5510000;948000;2576;24420.47;1906000;5399000;798000;;4642.72;26484210;552747;28.5882;15802.01;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-5-1998;464.87;5510000;948000;2489;23595.71;1906000;5399000;798000;;4717.35;26484210;558142;28.815;16082.88;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1998;480.37;5510000;948000;2572;24382.54;1906000;5399000;798000;;4851.07;26484210;558142;29.6318;16538.77;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1998;433.49;5510000;948000;2321;22003.07;1906000;5399000;798000;;4591.06;26484210;558142;28.0436;15652.31;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1998;436.1;5510000;948000;2335;22135.79;1906000;5399000;798000;;4345.91;26484210;567522;26.5461;15065.51;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1998;391.43;5510000;948000;2080;19718.39;1906000;5399000;798000;;4200.99;26484210;613741;25.5478;15679.73;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-10-1998;431.71;5510000;949694;2294;21785.96;1906000;5399000;798000;;4633.78;26484210;620491;28.1797;17485.27;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1998;474.24;5510000;949694;2520;23932.28;1906000;5399000;798000;;4947.18;26484210;626192;30.0856;18839.37;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1998;492.49;5510000;950000;2617;24861.48;1906000;5399000;798000;;5178.49;26484210;626192;31.4923;19720.25;19622016;11291247;1996290;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-1-1999;525.05;10950361;950000;2790;26504.99;2804218;11974745;1332106;;5623.73;33560391;626192;34.2;21415.76;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
26-2-1999;488.54;10950361;949880;2596;24658.88;2804218;11974745;1332106;;5755.28;33560391;628097;35;21983.39;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1999;557.82;10950361;949926;2928;27813.83;2804218;11974745;1332106;;5837.5;33560391;628097;35.5;22297.44;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1999;463.52;10950361;1779000;2433;43283.04;2804218;11974745;1332106;;5779.95;33560391;628097;35.15;22077.6;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1999;472.66;10950361;1778931;2481;44135.27;2804218;11974745;1332106;;5569.38;33560391;628906;33.6;21131.23;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1999;467.52;10950361;1779000;2454;43656.64;2804218;11974745;1332106;;5536.23;33560391;628906;33.4;21005.45;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-7-1999;437.42;10950361;1779000;2296;40845.82;2804218;11974745;1332106;;5403.62;33560391;628906;32.6;20502.32;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1999;470.57;10950361;1779000;2470;43941.29;2804218;11974745;1332106;;5619.1;33560391;628906;33.9;21319.9;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1999;488.31;10950361;1779000;2547;45311.1;2804218;11974745;1332106;;5142.29;33560391;628906;30.9;19433.19;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-10-1999;527.61;10950361;1779000;2752;48958.06;2804218;11974745;1332106;;4859.39;33560391;640146;29.2;18692.25;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1999;536.43;10950361;1779000;2798;49776.41;2804218;11974745;1332106;;5260.45;33560391;640320;31.61;20240.5;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1999;492.33;10950361;1775067;2568;45583.7;2804218;11974745;1332106;;4891;33560391;640320;29.39;18819;24434952;14161954;2552323;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-2000;435.58;10449763;1775076;2272;40329.7;2191911;12224150;1410350;;4053.93;40833000;640320;24.36;15598.18;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-2-2000;394.75;10449763;1775076;2059;36548.8;2191911;12224150;1410350;;4013.99;40833000;646484;24.12;15593.19;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-2000;494.11;10449763;1770000;2539;44940.29;2191911;12224150;1410350;;4524.89;40833000;646484;27.19;17577.89;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
28-4-2000;523.31;10449763;1770000;2689;47595.29;2191911;12224150;1410350;;4268.6;40833000;646484;25.65;16582.31;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-2000;548.41;10449763;1769000;2818;49850.4;2191911;12224150;1410350;;5103.18;40833000;739587;30.3;22409.47;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-2000;600.37;10449763;1765983;3085;54480.55;2191911;12224150;1410350;;5192.44;40833000;739587;30.83;22801.45;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-2000;559.7;10449763;1765983;2876;50789.66;2191911;12224150;1410350;;4963.38;40833000;739587;29.47;21795.61;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-2000;611.08;10449763;1765983;3140;55451.85;2191911;12224150;1410350;;5359.18;40833000;739587;31.82;23533.64;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-9-2000;693.46;10449763;1765983;3544;62586.41;2191911;12224150;1410350;;5442.91;40833000;739587;32.13;23762.92;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-2000;631.63;10449763;1765983;3228;57005.93;2191911;12224150;1410350;;5798.66;40833000;771246;34.23;26399.73;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-2000;722.17;10449763;1765984;3600;63575.42;2191911;12224150;1410350;;6240.8;40833000;777925;36.84;28658.75;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-12-2000;677.04;10449763;1765984;3375;59601.96;2191911;12224150;1410350;;5820.68;40833000;777925;34.36;26729.49;30372000;25069203;4100223;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-2001;596.19;11447502;1765984;2972;52485.02;2489554;12255393;1650174;;5614.01;54213000;816849;33.14;27070.37;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-2001;638.98;11447502;1765695;3149;55601.71;2489554;12255393;1650174;;5935.87;54213000;816849;35.04;28622.39;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-3-2001;681.8;11447502;1763740;3360;59261.64;2489554;12255393;1650174;;5959.59;54213000;816849;35.18;28736.75;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-2001;660.29;11447502;1763740;3254;57392.08;2489554;12255393;1650174;;5929.1;54213000;816849;35;28589.72;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-2001;674.7;11447502;1760558;3325;58538.55;2489554;12255393;1650174;;6154.63;54213000;817686;35.87;29330.39;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
29-6-2001;672.26;11447502;1759797;3313;58302.05;2489554;12255393;1650174;;6348.51;54213000;817686;37;30254.38;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
31-7-2001;706.96;11447502;1759797;3484;61311.32;2489554;12255393;1650174;;5892.11;54213000;817686;34.34;28079.33;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
31-8-2001;678.68;11447502;1756076;3327;58424.63;2489554;12255393;1650174;;5638.16;54213000;817686;32.86;26869.14;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
28-9-2001;645.63;11447502;1751466;3165;55433.89;2489554;12255393;1650174;;5268.43;54213000;898186;30.5;27394.67;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
31-10-2001;632.58;11447502;1751466;3101;54312.95;2489554;12255393;1650174;;5399.71;54213000;919396;31.26;28740.3;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
30-11-2001;639.51;11447502;1750739;3135;54885.64;2489554;12255393;1650174;;5700.27;54213000;919396;33;30340.05;41090000;28151000;4380000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
31-12-2001;631.96;11447502;1745315;3098;54069.85;2489554;12255393;1650174;;5644.99;62683000;919396;32.68;30045.84;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
31-1-2002;662.97;11820911;1745315;3250;56722.73;2358749;13258350;1610253;;5147.52;62683000;919396;29.8;27397.98;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
28-2-2002;737.18;11820911;1745315;3576;62412.45;2358749;13258350;1610253;;4603.4;62683000;919396;26.65;24501.89;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
29-3-2002;718.83;11820911;1745315;3487;60859.12;2358749;13258350;1610253;;5195.88;62683000;919396;30.08;27655.41;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
30-4-2002;662.76;11820911;1745315;3215;56111.86;2358749;13258350;1610253;;4793.41;62683000;919396;27.75;25513.23;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;15346;NA;NA;NA;NA;88431;0;
31-5-2002;619.68;11820911;1745315;3006;52464.16;2358749;13258350;1610253;;4045.97;62683000;919396;22.95;21100.13;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;22909;NA;NA;NA;NA;104870;NA;
28-6-2002;559.9;11820911;1745315;2716;47402.73;2358749;13258350;1610253;;3755.08;62683000;919396;21.3;19583.11;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;22909;NA;NA;NA;NA;104870;NA;
31-7-2002;472.08;11820911;1745315;2290;39967.7;2358749;13258350;1610253;;3007.59;62683000;919396;17.06;15684.89;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;22909;NA;NA;NA;NA;104870;NA;
30-8-2002;378.81;11820911;1745315;1822;31799.61;2358749;13258350;1610253;;3037.56;62683000;919396;17.01;15638.91;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;22909;NA;NA;NA;NA;104870;NA;
30-9-2002;400.84;11820911;1745315;1928;33649.67;2358749;13258350;1610253;;2141.11;62683000;919396;11.99;11023.55;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100;22909;26100;120;31.32;NA;104870;NA;
31-10-2002;495.86;11820911;1745315;2385;41625.74;2358749;13258350;1610253;;2267.9;62683000;919396;12.7;11676.32;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;103.75;22909;26100;124.5;32.49;NA;104870;NA;
29-11-2002;508.54;11820911;1724697;2446;42186.07;2358749;13258350;1610253;;2469.69;62683000;919396;13.83;12715.24;47936000;24281000;4235000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;104.17;22909;26100;125;32.63;NA;104870;NA;
31-12-2002;461.55;11820911;1718666;2220;38154.38;2358749;13258350;1610253;;2160.76;56068000;919396;12.1;11124.68;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;110.14;22909;26100;130.5;34.06;NA;104870;NA;
31-1-2003;427.25;11455291;1718666;2055;35318.56;1932005;13108480;1692320;;2073.26;56068000;919396;11.61;10674.18;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;109.29;22909;26100;129.5;33.8;NA;104870;NA;
28-2-2003;432.29;11455291;1717431;2048;35172.97;1932005;13108480;1692320;;625.01;56068000;919396;3.5;3217.88;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;107.61;22909;26100;127.5;33.28;NA;104870;NA;
31-3-2003;455.29;11455291;1713636;2157;36963.11;1932005;13108480;1692320;;544.65;56068000;919396;3.05;2804.15;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;105.5;22909;26100;125;32.63;NA;104870;NA;
30-4-2003;518.2;11455291;1713636;2455;42069.74;1932005;13108480;1692320;;732.16;56068000;919396;4.1;3769.52;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;105.5;22909;26500;125;33.13;NA;104870;NA;
30-5-2003;522;11455291;1710795;2473;42307.95;1932005;13108480;1692320;;1139.31;56068000;931149;6.38;5940.73;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;105.92;31471;26500;125.5;33.26;NA;112825;NA;
30-6-2003;512.92;11455291;1710795;2430;41572.29;1932005;13108480;1692320;;1291.1;56068000;931149;7.23;6732.2;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;105.92;31471;26500;125.5;33.26;NA;112825;NA;
