Name;ASTRAZENECA - TOT RETURN IND;ASTRAZENECA - NET SALES OR REVENUES;ASTRAZENECA - NUMBER OF SHARES;ASTRAZENECA - UNADJUSTED PRICE;ASTRAZENECA - MARKET VALUE;ASTRAZENECA - COST OF GOODS SOLD (EXCL DEP);ASTRAZENECA - TOTAL ASSETS;ASTRAZENECA - TOTAL INVENTORIES;#ERROR;KONINKLIJKE AHOLD DELHAIZE - TOT RETURN IND;KONINKLIJKE AHOLD DELHAIZE - NET SALES OR REVENUES;KONINKLIJKE AHOLD DELHAIZE - NUMBER OF SHARES;KONINKLIJKE AHOLD DELHAIZE - UNADJUSTED PRICE;KONINKLIJKE AHOLD DELHAIZE - MARKET VALUE;KONINKLIJKE AHOLD DELHAIZE - COST OF GOODS SOLD (EXCL DEP);KONINKLIJKE AHOLD DELHAIZE - TOTAL ASSETS;KONINKLIJKE AHOLD DELHAIZE - TOTAL INVENTORIES;#ERROR;ABN AMRO BANK - TOT RETURN IND;ABN AMRO BANK - NET SALES OR REVENUES;ABN AMRO BANK - NUMBER OF SHARES;ABN AMRO BANK - UNADJUSTED PRICE;ABN AMRO BANK - MARKET VALUE;#ERROR;ABN AMRO BANK - TOTAL ASSETS;#ERROR;ABN AMRO BANK - TOTAL INVESTMENTS;JUST EAT TAKEAWAY.COM - TOT RETURN IND;JUST EAT TAKEAWAY.COM - NET SALES OR REVENUES;JUST EAT TAKEAWAY.COM - NUMBER OF SHARES;JUST EAT TAKEAWAY.COM - UNADJUSTED PRICE;JUST EAT TAKEAWAY.COM - MARKET VALUE;JUST EAT TAKEAWAY.COM - COST OF GOODS SOLD (EXCL DEP);JUST EAT TAKEAWAY.COM - TOTAL ASSETS;JUST EAT TAKEAWAY.COM - TOTAL INVENTORIES;#ERROR;AAH DEAD - T/OVER 951741 - TOT RETURN IND;AAH DEAD - T/OVER 951741 - NET SALES OR REVENUES;AAH DEAD - T/OVER 951741 - NUMBER OF SHARES;AAH DEAD - T/OVER 951741 - UNADJUSTED PRICE;AAH DEAD - T/OVER 951741 - MARKET VALUE;AAH DEAD - T/OVER 951741 - COST OF GOODS SOLD (EXCL DEP);AAH DEAD - T/OVER 951741 - TOTAL ASSETS;AAH DEAD - T/OVER 951741 - TOTAL INVENTORIES;#ERROR;THB GROUP DEAD - 26/01/12 - TOT RETURN IND;THB GROUP DEAD - 26/01/12 - NET SALES OR REVENUES;THB GROUP DEAD - 26/01/12 - NUMBER OF SHARES;THB GROUP DEAD - 26/01/12 - UNADJUSTED PRICE;THB GROUP DEAD - 26/01/12 - MARKET VALUE;THB GROUP DEAD - 26/01/12 - COST OF GOODS SOLD (EXCL DEP);THB GROUP DEAD - 26/01/12 - TOTAL ASSETS;THB GROUP DEAD - 26/01/12 - TOTAL INVENTORIES;#ERROR
Code;AZN(RI);AZN(WC01001);AZN(NOSH);AZN(UP);AZN(MV);AZN(WC01051);AZN(WC02999);AZN(WC02101);;H:AD(RI);H:AD(WC01001);H:AD(NOSH);H:AD(UP);H:AD(MV);H:AD(WC01051);H:AD(WC02999);H:AD(WC02101);;H:ABN(RI);H:ABN(WC01001);H:ABN(NOSH);H:ABN(UP);H:ABN(MV);;H:ABN(WC02999);;H:ABN(WC02255);H:TKWY(RI);H:TKWY(WC01001);H:TKWY(NOSH);H:TKWY(UP);H:TKWY(MV);H:TKWY(WC01051);H:TKWY(WC02999);H:TKWY(WC02101);;901318(RI);901318(WC01001);901318(NOSH);901318(UP);901318(MV);901318(WC01051);901318(WC02999);901318(WC02101);;THB(RI);THB(WC01001);THB(NOSH);THB(UP);THB(MV);THB(WC01051);THB(WC02999);THB(WC02101);
CURRENCY;£;£;£;£;£;£;£;£;;E;E;E;E;E;E;E;E;;E;E;NA;NA;NA;;NA;;NA;E;E;E;E;E;E;E;E;;£;£;£;£;£;£;£;£;;£;£;£;£;£;£;£;£;
31-7-2017;1742.06;17254243;1265795;4569;57834.18;2583720;45262100;2245900;;4847.56;62890000;1281292;17.295;22159.96;44358000;33435000;3077000;;144.01;16344000;940000;23.91;22475.4;;392812000;;69034000;167.8;166478;43183;38.595;1666.65;26973;197914;1644;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-8-2017;1758.48;17254243;1265897;4541;57484.38;2583720;45262100;2245900;;4232.33;62890000;1281292;15.1;19347.52;44358000;33435000;3077000;;145.51;16344000;940000;23.54;22127.59;;392812000;;69034000;169.57;166478;43183;39;1684.14;26973;197914;1644;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
29-9-2017;1918.8;17254243;1265897;4955;62725.2;2583720;45262100;2245900;;4434.14;62890000;1281292;15.82;20270.05;44358000;33435000;3077000;;156.64;16344000;940000;25.34;23819.59;;392812000;;69034000;161.76;166478;43183;37.205;1606.63;26973;197914;1644;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-10-2017;1948.62;17254243;1265949;5032;63702.56;2583720;45262100;2245900;;4528.04;62890000;1281292;16.155;20699.28;44358000;33435000;3077000;;163.9;16344000;940000;26.515;24924.1;;392812000;;69034000;176.41;166478;43183;40.575;1752.16;26973;197914;1644;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-11-2017;1849.87;17254243;1265983;4777;60476.01;2583720;45262100;2245900;;5043.76;62890000;1281292;17.995;23056.86;44358000;33435000;3077000;;154.08;16344000;940000;24.925;23429.5;;392812000;;69034000;195.87;166478;43183;45.05;1945.4;26973;197914;1644;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
29-12-2017;1982.5;17254243;1265983;5119.5;64811.98;2583720;45262100;2245900;;5139.06;62890000;1246808;18.335;22860.25;44358000;33435000;3077000;;166.28;16344000;940000;26.9;25285.99;;392812000;;69034000;221.22;166478;43183;50.88;2197.16;26973;197914;1644;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-1-2018;1892.28;16602844;1266397;4886.5;61882.49;2564459;45685248;2265760;;5036.75;62791000;1246808;17.97;22405.16;44112000;33182000;3196000;;168.69;16078000;940000;27.29;25652.59;;380951000;;61245000;212.17;232314;43183;48.8;2107.34;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
28-2-2018;1902.12;16602844;1266449;4775;60472.93;2564459;45685248;2265760;;5185.87;62791000;1246808;18.502;23068.45;44112000;33182000;3196000;;158.25;16078000;940000;25.6;24064;;380951000;;61245000;221.74;232314;43183;51;2202.34;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-3-2018;1950.12;16602844;1266449;4895.5;61999.01;2564459;45685248;2265760;;5393.28;62791000;1246808;19.242;23991.1;44112000;33182000;3196000;;151.26;16078000;940000;24.47;23001.8;;380951000;;61245000;187.83;232314;43183;43.2;1865.51;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-4-2018;2032.78;16602844;1266615;5103;64635.36;2564459;45685248;2265760;;5794.76;62791000;1246808;20.005;24942.41;44112000;33182000;3196000;;159.05;16078000;940000;25.73;24186.19;;380951000;;61245000;209.57;232314;43183;48.2;2081.43;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-5-2018;2177.38;16602844;1266647;5466;69234.88;2564459;45685248;2265760;;5693.09;62791000;1246808;19.654;24504.79;44112000;33182000;3196000;;142.3;16078000;940000;22.22;20886.8;;380951000;;61245000;217.17;232314;43183;49.95;2157;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
29-6-2018;2092.53;16602844;1266647;5253;66536.94;2564459;45685248;2265760;;5939.59;62791000;1246808;20.505;25565.82;44112000;33182000;3196000;;142.3;16078000;940000;22.22;20886.8;;380951000;;61245000;248.7;232314;43183;57.2;2470.08;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-7-2018;2336.32;16602844;1266777;5865;74296.44;2564459;45685248;2265760;;6301.68;62791000;1246808;21.755;27124.33;44112000;33182000;3196000;;151.78;16078000;940000;23.7;22277.99;;380951000;;61245000;248.26;232314;43183;57.1;2465.76;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-8-2018;2335.01;16602844;1266779;5795;73409.75;2564459;45685248;2265760;;6071.39;62791000;1246808;20.96;26133.12;44112000;33182000;3196000;;153.54;16078000;940000;23.33;21930.2;;380951000;;61245000;296.09;232314;43213;68.1;2942.82;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
28-9-2018;2402.7;16602844;1266779;5963;75537.94;2564459;45685248;2265760;;5720.89;62791000;1246808;19.75;24624.47;44112000;33182000;3196000;;154.33;16078000;940000;23.45;22042.99;;380951000;;61245000;242.17;232314;43213;55.7;2406.98;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-10-2018;2413.58;16602844;1266799;5990;75881.19;2564459;45685248;2265760;;5859.93;62791000;1183724;20.23;23946.75;44112000;33182000;3196000;;142.81;16078000;940000;21.7;20397.99;;380951000;;61245000;226.09;232314;43213;52;2247.09;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-11-2018;2464.75;16602844;1266813;6117;77490.94;2564459;45685248;2265760;;6576.86;62791000;1183724;22.705;26876.47;44112000;33182000;3196000;;148.21;16078000;940000;22.52;21168.8;;380951000;;61245000;203.7;232314;43213;46.85;2024.54;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-12-2018;2366.44;16602844;1267039;5873;74413.13;2564459;45685248;2265760;;6394.37;66260000;1183724;22.075;26130.72;45494000;41277000;3347000;;135.18;16078000;940000;20.54;19307.59;;380951000;;61245000;255.65;232314;43213;58.8;2540.94;43726;390178;4132;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-1-2019;2229.03;19062680;1267101;5532;70096;3010596;44228886;2407522;;6668.1;66260000;1183724;23.02;27249.35;45494000;41277000;3347000;;142.94;12544000;940000;21.72;20416.8;;374464000;;67049000;240.87;415881;51646;55.4;2861.2;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
28-2-2019;2531.17;19062680;1267289;6139;77798.81;3010596;44228886;2407522;;6568.17;66260000;1183724;22.675;26840.96;45494000;41277000;3347000;;140.31;12544000;940000;21.32;20040.8;;374464000;;67049000;280;415881;51646;64.4;3326.02;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
29-3-2019;2529.52;19062680;1267289;6135;77748.13;3010596;44228886;2407522;;6872.32;66260000;1183724;23.725;28083.88;45494000;41277000;3347000;;132.28;12544000;940000;20.1;18894;;374464000;;67049000;294.35;415881;51646;67.7;3496.45;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-4-2019;2360.89;19062680;1311759;5726;75111.25;3010596;44228886;2407522;;6414.64;66260000;1183724;21.46;25402.74;45494000;41277000;3347000;;143.32;12544000;940000;20.97;19711.8;;374464000;;67049000;333.48;415881;57380;76.7;4401.04;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-5-2019;2405.01;19062680;1311777;5833;76515.88;3010596;44228886;2407522;;6018.58;66260000;1183724;20.135;23834.29;45494000;41277000;3347000;;129.45;12544000;940000;18.94;17803.6;;374464000;;67049000;344.35;415881;61187;79.2;4845.98;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
28-6-2019;2654.45;19062680;1311777;6438;84452.13;3010596;44228886;2407522;;5911.87;66260000;1183724;19.778;23411.71;45494000;41277000;3347000;;128.59;12544000;940000;18.815;17686.1;;374464000;;67049000;358.26;415881;61187;82.4;5041.78;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-7-2019;2911.32;19062680;1311877;7061;92631.56;3010596;44228886;2407522;;6114.24;66260000;1183724;20.455;24213.09;45494000;41277000;3347000;;122.75;12544000;940000;17.96;16882.4;;374464000;;67049000;353.04;415881;61193;81.2;4968.86;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-8-2019;3048.26;19062680;1311877;7318;96003.13;3010596;44228886;2407522;;6455.3;66260000;1183724;21.285;25195.59;45494000;41277000;3347000;;114.78;12544000;940000;16.185;15213.89;;374464000;;67049000;377.61;415881;61193;86.85;5314.6;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-9-2019;3024.51;19062680;1311895;7261;95256.63;3010596;44228886;2407522;;6961.78;66260000;1183724;22.955;27172.41;45494000;41277000;3347000;;114.71;12544000;940000;16.175;15204.5;;374464000;;67049000;318.26;415881;61193;73.2;4479.32;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-10-2019;3124.48;19062680;1311905;7501;98405.94;3010596;44228886;2407522;;6770.71;66260000;1183724;22.325;26426.65;45494000;41277000;3347000;;118.36;12544000;940000;16.69;15688.6;;374464000;;67049000;317.39;415881;61197;73;4467.41;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
29-11-2019;3106.57;19062680;1311905;7458;97841.81;3010596;44228886;2407522;;7092.19;66260000;1100724;23.385;25740.45;45494000;41277000;3347000;;109.85;12544000;940000;15.49;14560.6;;374464000;;67049000;354.78;415881;61200;81.6;4993.9;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-12-2019;3168.64;19062680;1312139;7607;99814.38;3010596;44228886;2407522;;6761.62;74736000;1100724;22.295;24540.66;51220000;40369000;3245000;;115.03;12544000;940000;16.22;15246.8;;374464000;;67049000;357.39;415881;61204;82.2;5030.96;110892;1656553;3969;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-1-2020;3092.41;20594371;1312187;7424;97416.75;3304601;46265721;2941544;;6732.8;74736000;1100724;22.2;24436.09;51220000;40369000;3245000;;111.48;11150000;940000;15.72;14776.8;;394948000;;71876000;370;2042000;61245;85.1;5211.93;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
28-2-2020;2888.47;20594371;1312187;6794;89149.94;3304601;46265721;2941544;;6423.46;74736000;1100724;21.18;23313.34;51220000;40369000;3245000;;88.22;11150000;940000;12.44;11693.6;;394948000;;71876000;344.78;2042000;142777;79.3;11322.21;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-3-2020;3067.88;20594371;1312225;7216;94690.06;3304601;46265721;2941544;;6455.3;74736000;1100724;21.285;23428.93;51220000;40369000;3245000;;53.07;11150000;940000;7.484;7034.96;;394948000;;71876000;298.7;2042000;144090;68.7;9898.95;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-4-2020;3538.1;20594371;1312243;8322;109204.8;3304601;46265721;2941544;;6860;74736000;1100724;22.16;24392.07;51220000;40369000;3245000;;49.64;11150000;940000;7;6580;;394948000;;71876000;404.43;2042000;148692;93.02;13831.36;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
29-5-2020;3647.79;20594371;1312243;8580;112590.4;3304601;46265721;2941544;;7061.21;74736000;1100724;22.81;25107.53;51220000;40369000;3245000;;51.13;11150000;940000;7.21;6777.39;;394948000;;71876000;424.17;2042000;148704;97.56;14507.56;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-6-2020;3580.19;20594371;1312271;8421;110506.3;3304601;46265721;2941544;;7510.08;74736000;1100724;24.26;26703.58;51220000;40369000;3245000;;54.36;11150000;940000;7.666;7206.04;;394948000;;71876000;403.3;2042000;148718;92.76;13795.05;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-7-2020;3626.53;20594371;1312279;8530;111937.3;3304601;46265721;2941544;;7575.09;74736000;1100724;24.47;26934.74;51220000;40369000;3245000;;49.81;11150000;940000;7.024;6602.56;;394948000;;71876000;398.96;2042000;148720;91.76;13646.5;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-8-2020;3574.28;20594371;1312289;8340;109444.8;3304601;46265721;2941544;;7957.58;74736000;1100724;25.22;27760.28;51220000;40369000;3245000;;56.62;11150000;940000;7.984;7504.96;;394948000;;71876000;405.39;2042000;148722;93.24;13866.82;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-9-2020;3624.43;20594371;1312297;8457;110980.9;3304601;46265721;2941544;;7967.05;74736000;1100724;25.25;27793.3;51220000;40369000;3245000;;50.72;11150000;940000;7.152;6722.88;;394948000;;71876000;416.35;2042000;148730;95.76;14242.36;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-10-2020;3328.28;20594371;1312297;7766;101912.9;3304601;46265721;2941544;;7443.27;74736000;1100724;23.59;25966.09;51220000;40369000;3245000;;49.97;11150000;940000;7.046;6623.23;;394948000;;71876000;415.3;2042000;148735;95.52;14207.18;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
30-11-2020;3345;20594371;1312315;7805;102426.1;3304601;46265721;2941544;;7569.48;74736000;1100724;23.99;26406.39;51220000;40369000;3245000;;61.34;11150000;940000;8.65;8131;;394948000;;71876000;387.13;2042000;148753;89.04;13244.92;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
31-12-2020;3138.85;20594371;1312669;7324;96139.81;3304601;46265721;2941544;;7291.82;74736000;1100724;23.11;25437.75;51220000;40369000;3245000;;56.88;11150000;940000;8.02;7538.8;;394948000;;71876000;401.74;2042000;148758;92.4;13745.25;905000;10355000;14000;;14217.52;NA;89993;443;398.67;NA;NA;NA;;100.54;NA;38039;77.5;29.48;NA;NA;NA;
